Id,qid,topic,query,vid_url,vid_title,aria-label,Stance,duration,viewCount,likeCount,dislikeCount,favoriteCount,commentCount,popularity,v_id
458,29,Vaccine controversies,Vaccines,https://www.youtube.com/watch?v=7VG_s2PCH_c,Vaccines: Last Week Tonight with John Oliver (HBO),"Vaccines: Last Week Tonight with John Oliver (HBO) by LastWeekTonight 1 year ago 27 minutes 11,707,208 views",-1,1635.0,13058877.0,182464.0,10605.0,0.0,33271.0,13285217.0,0
666,39,Vaccine controversies,vaccine debate,https://www.youtube.com/watch?v=QgpfNScEd3M,A Message for the Anti-Vaccine Movement,"A Message for the Anti-Vaccine Movement by Jimmy Kimmel Live 3 years ago 4 minutes, 55 seconds 8,455,853 views",-1,295.0,8587291.0,71913.0,10969.0,0.0,31774.0,8701947.0,1
583,34,Vaccine controversies,vaccines penn and teller,https://www.youtube.com/watch?v=nDjz5qHIzsc,If Anti-Vaccine Parents Rode The Magic School Bus,"If Anti-Vaccine Parents Rode The Magic School Bus by CollegeHumor 3 years ago 2 minutes, 47 seconds 7,414,608 views",-1,167.0,8057032.0,180035.0,7228.0,0.0,35740.0,8280035.0,2
590,34,Vaccine controversies,vaccines penn and teller,https://www.youtube.com/watch?v=RfdZTZQvuCo,Penn and Teller on Vaccinations,"Penn and Teller on Vaccinations by UltraMiraculous 8 years ago 91 seconds 6,172,491 views",-1,91.0,6292856.0,67519.0,5195.0,0.0,12606.0,6378176.0,3
443,29,Vaccine controversies,Vaccines,https://www.youtube.com/watch?v=b03U6BYF9L0,Debunking Anti-Vaxxers,"Debunking Anti-Vaxxers by AsapSCIENCE 12 months ago 7 minutes, 24 seconds 3,377,414 views",-1,444.0,3892534.0,162555.0,6866.0,0.0,72208.0,4134163.0,4
623,35,Vaccine controversies,anti vaxxers,https://www.youtube.com/watch?v=iCAm3WVH8bE,Trying To Find A Doctor at an Anti Vaccine Rally,"Trying To Find A Doctor at an Anti Vaccine Rally by Lewis Spears 2 weeks ago 2 minutes, 23 seconds 2,660,130 views",-1,143.0,2819107.0,189292.0,1810.0,0.0,12929.0,3023138.0,5
461,29,Vaccine controversies,Vaccines,https://www.youtube.com/watch?v=zacqRZH5t5s,Doctor Reacts to Middle Ground: Pro-Vaccine vs Anti-Vaccine,"Doctor Reacts to Middle Ground: Pro-Vaccine vs Anti-Vaccine by Doctor Mike 5 days ago 14 minutes 1,306,356 views",-1,876.0,2715334.0,148784.0,1914.0,0.0,27518.0,2893550.0,6
644,37,Vaccine controversies,anti vaccine,https://www.youtube.com/watch?v=i2mdwmpLYLY,Jimmy Kimmel's Update on the Anti-Vaccination Discussion,"Jimmy Kimmel's Update on the Anti-Vaccination Discussion by Jimmy Kimmel Live 3 years ago 6 minutes, 50 seconds 2,659,839 views",-1,410.0,2679571.0,13794.0,1861.0,0.0,5928.0,2701154.0,7
611,35,Vaccine controversies,anti vaxxers,https://www.youtube.com/watch?v=urZLTobAfJc,House Vs. Anti-Vaxxer | House M.D.,"House Vs. Anti-Vaxxer | House M.D. by House M.D. 1 year ago 2 minutes, 4 seconds 2,066,300 views",-1,124.0,2399590.0,30291.0,425.0,0.0,4696.0,2435002.0,8
678,39,Vaccine controversies,vaccine debate,https://www.youtube.com/watch?v=Rzxr9FeZf1g,The Science of Anti-Vaccination,"The Science of Anti-Vaccination by SciShow 3 years ago 9 minutes, 16 seconds 2,003,173 views",-1,556.0,2103178.0,61528.0,3909.0,0.0,27263.0,2195878.0,9
